"name","screen_name","text","polarity","subjectivity","label"
"Jacob Sinzer","Jacob_Sinzer","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Arzo","arzo_khan1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rani singh","rani_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rahi","rahi_masoom1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Abhishek Patra","Patra_Ab","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rahila khan","rahila_khan12","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"paras gupta","paras_gupta1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Komal Singh","komal_yadav1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"kanika dev","kanika_dev1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"kamran malik","kamran_malik4","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Imran Khan","imran_1khan","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"husna nadeem","husna_nadeem1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"mantri yadav","imMandeep_Singh","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"huma javed","huma_javed1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"diwan singh","diwan_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"BaBa","babaisright","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Ranu","ranu_gupta1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"vandana yadav","vandana_yadav1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Tarak Singh","tarak_singh2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sukbir singh","sukbir_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sona yadav","sona_yadav12","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sohan","sohan_varma1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sanjana rai","sanjana_rai1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"saniya","saniya_khan2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sameer jain","sameer_jain2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sajan singh","sajan_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sagar singh","sagar_singh2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sadiq jameel","sadiq_jameel1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"saba khan","saba_khan6","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"roshan_singh","roshan_singh4","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Romana","romana_khan12","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Roma Singh","roma_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Dr Manoj Kr Shukul","ManojShukul","#Opportunity to #revamp the #healthsector of #up @nhm_up @74_alok https://t.co/16EJTjbKNr","0.00","0.00","NEGATIVE"
"roma jain","roma_jain2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rohit yadav","rohit_yadav12","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rohit vamula","rohit_bharti1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rita singh","rita_singh2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Rehana","rehana_khan1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"pitbull","pitbull_yadav","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rabiya khatoon","rabiya_khatoon1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Rabbani","rabbani_sir","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"pooja singh","pooja_singh3","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Pawa Harinder","PawaPanjab","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"pawan singh","pawan_singh3","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"nazneen","nazneen_khan2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Nizamuddin Khan","nizamuddin_3","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"nelam singh","nelam_singh","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rohit kumar","1rohit_kumar","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"arman","arman_khan69","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Aman","aman_singh8","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Dilli","naz_khan4","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Vijay Kumar","vijay_1kumar","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"zeenat","zeenat_88","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Pradham Raj","Veerisonline","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"vardha yadav","vardha_yadav","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"ujjawal gupta","ujjawal_gupta1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"tirath singh","tirath_singh2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sumit yadav","sumit_yadav3","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sunami singh","sunami_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Sulemani","sulemani_khan1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"sudha singh","sudha_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Soniya Jain","soniya_jain1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rajni das","rajni_das1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rakesh sharma","rakesh_sharma6","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rahul dev","rahul_dev12","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Rahul Baba","rahul_baba1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"raj sinha","raj_sinha1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"rakhi gupta","rakhi_gupta1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Rajiv Tyagi","rajiv_tyagi1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Najeeb","najeeb_jang","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"mohit yadav","mohit_yadav12","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Muskan","muskan_jain1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Naz Khan","naz_khan2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"monu singh","monu_singh4","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"masroor","masroor49091710","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"manoj singh","manoj_singh5","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"manohar","manohar_gupta1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"jolly","jolly_llb3","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"janu khan","janu_khan2","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"jeet kumar","jeet_kumar1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"janvee gupta","janvee_gupta","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"badal singh","badal_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"bulle shah","bulle_shah1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"charan singh","charan_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"balram singh","balram_singh1","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Ragini singh","1raginisingh","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
"Mahesh B","trikkurmahesh","RT @RajivKumar1: The seed of @NITIAayog planted @PMOIndia has been nurtured into a robust sapling by @APanagariya. Look forward to carry it…","0.00","0.00","NEGATIVE"
